disp_id,client_id,account_id,type
D00004358,C00004358,A00003612,Owner
D00004359,C00004359,A00003613,Owner
D00004360,C00004360,A00003614,Owner
D00004361,C00004361,A00003615,Owner
D00004362,C00004362,A00003616,Owner
D00004363,C00004363,A00003616,User
D00004364,C00004364,A00003617,Owner
D00004365,C00004365,A00003618,Owner
D00004367,C00004367,A00003620,Owner
D00004368,C00004368,A00003621,Owner
D00004369,C00004369,A00003622,Owner
D00004370,C00004370,A00003623,Owner
D00004371,C00004371,A00003624,Owner
D00004372,C00004372,A00003625,Owner
D00004373,C00004373,A00003626,Owner
D00004376,C00004376,A00003628,Owner
D00004377,C00004377,A00003629,Owner
D00004380,C00004380,A00003631,Owner
D00004381,C00004381,A00003632,Owner
D00004382,C00004382,A00003633,Owner
D00004383,C00004383,A00003634,Owner
D00004384,C00004384,A00003635,Owner
D00004385,C00004385,A00003636,Owner
D00004386,C00004386,A00003637,Owner
D00004387,C00004387,A00003638,Owner
D00004388,C00004388,A00003639,Owner
D00004389,C00004389,A00003640,Owner
D00004390,C00004390,A00003641,Owner
D00004393,C00004393,A00003643,Owner
D00004394,C00004394,A00003644,Owner
D00004395,C00004395,A00003645,Owner
D00004396,C00004396,A00003646,Owner
D00004397,C00004397,A00003646,User
D00004398,C00004398,A00003647,Owner
D00004399,C00004399,A00003648,Owner
D00004400,C00004400,A00003649,Owner
D00004401,C00004401,A00003650,Owner
D00004402,C00004402,A00003651,Owner
D00004403,C00004403,A00003652,Owner
D00004404,C00004404,A00003653,Owner
D00004405,C00004405,A00003654,Owner
D00004406,C00004406,A00003655,Owner
D00004407,C00004407,A00003656,Owner
D00004408,C00004408,A00003657,Owner
D00004409,C00004409,A00003657,User
D00004410,C00004410,A00003658,Owner
D00004411,C00004411,A00003659,Owner
D00004412,C00004412,A00003659,User
D00004413,C00004413,A00003660,Owner
D00004414,C00004414,A00003661,Owner
D00004415,C00004415,A00003662,Owner
D00004416,C00004416,A00003663,Owner
D00004417,C00004417,A00003664,Owner
D00004418,C00004418,A00003665,Owner
D00004420,C00004420,A00003667,Owner
D00004421,C00004421,A00003668,Owner
D00004422,C00004422,A00003669,Owner
D00004423,C00004423,A00003670,Owner
D00004424,C00004424,A00003671,Owner
D00004425,C00004425,A00003671,User
D00004426,C00004426,A00003672,Owner
D00004427,C00004427,A00003673,Owner
D00004428,C00004428,A00003674,Owner
D00004429,C00004429,A00003675,Owner
D00004430,C00004430,A00003675,User
D00004431,C00004431,A00003676,Owner
D00004432,C00004432,A00003677,Owner
D00004433,C00004433,A00003678,Owner
D00004434,C00004434,A00003679,Owner
D00004435,C00004435,A00003679,User
D00004436,C00004436,A00003680,Owner
D00004437,C00004437,A00003681,Owner
D00004438,C00004438,A00003681,User
D00004439,C00004439,A00003682,Owner
D00004440,C00004440,A00003683,Owner
D00004441,C00004441,A00003683,User
D00004442,C00004442,A00003684,Owner
D00004444,C00004444,A00003686,Owner
D00004445,C00004445,A00003686,User
D00004446,C00004446,A00003687,Owner
D00004447,C00004447,A00003687,User
D00004448,C00004448,A00003688,Owner
D00004449,C00004449,A00003689,Owner
D00004450,C00004450,A00003690,Owner
D00004451,C00004451,A00003691,Owner
D00004452,C00004452,A00003692,Owner
D00004453,C00004453,A00003693,Owner
D00004454,C00004454,A00003693,User
D00004455,C00004455,A00003694,Owner
D00004456,C00004456,A00003695,Owner
D00004457,C00004457,A00003696,Owner
D00004458,C00004458,A00003697,Owner
D00004459,C00004459,A00003698,Owner
D00004460,C00004460,A00003698,User
D00004461,C00004461,A00003699,Owner
D00004462,C00004462,A00003700,Owner
D00004463,C00004463,A00003701,Owner
D00004464,C00004464,A00003702,Owner
D00004465,C00004465,A00003703,Owner
D00004466,C00004466,A00003704,Owner
D00004467,C00004467,A00003705,Owner
D00004468,C00004468,A00003705,User
D00004469,C00004469,A00003706,Owner
D00004471,C00004471,A00003708,Owner
D00004472,C00004472,A00003709,Owner
D00004473,C00004473,A00003710,Owner
D00004474,C00004474,A00003711,Owner
D00004476,C00004476,A00003712,Owner
D00004477,C00004477,A00003713,Owner
D00004478,C00004478,A00003713,User
D00004479,C00004479,A00003714,Owner
D00004480,C00004480,A00003715,Owner
D00004481,C00004481,A00003716,Owner
D00004482,C00004482,A00003717,Owner
D00004483,C00004483,A00003718,Owner
D00004484,C00004484,A00003719,Owner
D00004485,C00004485,A00003720,Owner
D00004486,C00004486,A00003720,User
D00004487,C00004487,A00003721,Owner
D00004488,C00004488,A00003721,User
D00004489,C00004489,A00003722,Owner
D00004490,C00004490,A00003722,User
D00004491,C00004491,A00003723,Owner
D00004492,C00004492,A00003724,Owner
D00004493,C00004493,A00003725,Owner
D00004494,C00004494,A00003726,Owner
D00004495,C00004495,A00003727,Owner
D00004496,C00004496,A00003728,Owner
D00004497,C00004497,A00003728,User
D00004498,C00004498,A00003729,Owner
D00004499,C00004499,A00003729,User
D00004500,C00004500,A00003730,Owner
D00004501,C00004501,A00003731,Owner
D00004502,C00004502,A00003732,Owner
D00004503,C00004503,A00003732,User
D00004504,C00004504,A00003733,Owner
D00004505,C00004505,A00003733,User
D00004506,C00004506,A00003734,Owner
D00004507,C00004507,A00003735,Owner
D00004508,C00004508,A00003736,Owner
D00004509,C00004509,A00003736,User
D00004510,C00004510,A00003737,Owner
D00004511,C00004511,A00003738,Owner
D00004512,C00004512,A00003739,Owner
D00004514,C00004514,A00003741,Owner
D00004515,C00004515,A00003742,Owner
D00004516,C00004516,A00003743,Owner
D00004518,C00004518,A00003745,Owner
D00004519,C00004519,A00003746,Owner
D00004520,C00004520,A00003747,Owner
D00004521,C00004521,A00003748,Owner
D00004522,C00004522,A00003749,Owner
D00004523,C00004523,A00003749,User
D00004524,C00004524,A00003750,Owner
D00004525,C00004525,A00003750,User
D00004526,C00004526,A00003751,Owner
D00004527,C00004527,A00003752,Owner
D00004528,C00004528,A00003753,Owner
D00004529,C00004529,A00003754,Owner
D00004530,C00004530,A00003754,User
D00004531,C00004531,A00003755,Owner
D00004532,C00004532,A00003756,Owner
D00004533,C00004533,A00003757,Owner
D00004534,C00004534,A00003758,Owner
D00004535,C00004535,A00003759,Owner
D00004536,C00004536,A00003760,Owner
D00004539,C00004539,A00003763,Owner
D00004540,C00004540,A00003764,Owner
D00004541,C00004541,A00003765,Owner
D00004542,C00004542,A00003766,Owner
D00004543,C00004543,A00003767,Owner
D00004544,C00004544,A00003768,Owner
D00004545,C00004545,A00003769,Owner
D00004546,C00004546,A00003770,Owner
D00004547,C00004547,A00003771,Owner
D00004548,C00004548,A00003772,Owner
D00004549,C00004549,A00003773,Owner
D00004550,C00004550,A00003774,Owner
D00004551,C00004551,A00003775,Owner
D00004552,C00004552,A00003775,User
D00004553,C00004553,A00003776,Owner
D00004554,C00004554,A00003777,Owner
D00004555,C00004555,A00003778,Owner
D00004556,C00004556,A00003779,Owner
D00004557,C00004557,A00003780,Owner
D00004558,C00004558,A00003780,User
D00004559,C00004559,A00003781,Owner
D00004560,C00004560,A00003782,Owner
D00004561,C00004561,A00003783,Owner
D00004562,C00004562,A00003784,Owner
D00004563,C00004563,A00003785,Owner
D00004564,C00004564,A00003785,User
D00004565,C00004565,A00003786,Owner
D00004567,C00004567,A00003787,Owner
D00004568,C00004568,A00003788,Owner
D00004569,C00004569,A00003789,Owner
D00004570,C00004570,A00003790,Owner
D00004571,C00004571,A00003791,Owner
D00004572,C00004572,A00003792,Owner
D00004573,C00004573,A00003793,Owner
D00004574,C00004574,A00003794,Owner
D00004575,C00004575,A00003795,Owner
D00004576,C00004576,A00003796,Owner
D00004577,C00004577,A00003797,Owner
D00004578,C00004578,A00003798,Owner
D00004579,C00004579,A00003799,Owner
D00004580,C00004580,A00003800,Owner
D00004581,C00004581,A00003801,Owner
D00004582,C00004582,A00003802,Owner
D00004583,C00004583,A00003803,Owner
D00004584,C00004584,A00003804,Owner
D00004585,C00004585,A00003805,Owner
D00004586,C00004586,A00003805,User
D00004587,C00004587,A00003806,Owner
D00004588,C00004588,A00003807,Owner
D00004589,C00004589,A00003808,Owner
D00004590,C00004590,A00003809,Owner
D00004591,C00004591,A00003810,Owner
D00004592,C00004592,A00003811,Owner
D00004593,C00004593,A00003812,Owner
D00004594,C00004594,A00003813,Owner
D00004595,C00004595,A00003813,User
D00004596,C00004596,A00003814,Owner
D00004597,C00004597,A00003815,Owner
D00004598,C00004598,A00003816,Owner
D00004599,C00004599,A00003816,User
D00004600,C00004600,A00003817,Owner
D00004601,C00004601,A00003818,Owner
D00004602,C00004602,A00003818,User
D00004603,C00004603,A00003819,Owner
D00004604,C00004604,A00003820,Owner
D00004605,C00004605,A00003821,Owner
D00004606,C00004606,A00003822,Owner
D00004607,C00004607,A00003823,Owner
D00004608,C00004608,A00003824,Owner
D00004609,C00004609,A00003825,Owner
D00004610,C00004610,A00003826,Owner
D00004611,C00004611,A00003827,Owner
D00004612,C00004612,A00003828,Owner
D00004615,C00004615,A00003830,Owner
D00004617,C00004617,A00003832,Owner
D00004618,C00004618,A00003832,User
D00004619,C00004619,A00003833,Owner
D00004620,C00004620,A00003834,Owner
D00004621,C00004621,A00003834,User
D00004622,C00004622,A00003835,Owner
D00004623,C00004623,A00003836,Owner
D00004624,C00004624,A00003837,Owner
D00004625,C00004625,A00003837,User
D00004626,C00004626,A00003838,Owner
D00004627,C00004627,A00003839,Owner
D00004628,C00004628,A00003839,User
D00004629,C00004629,A00003840,Owner
D00004630,C00004630,A00003840,User
D00004631,C00004631,A00003841,Owner
D00004632,C00004632,A00003842,Owner
D00004633,C00004633,A00003843,Owner
D00004634,C00004634,A00003844,Owner
D00004635,C00004635,A00003844,User
D00004636,C00004636,A00003845,Owner
D00004637,C00004637,A00003846,Owner
D00004638,C00004638,A00003847,Owner
D00004639,C00004639,A00003848,Owner
D00004640,C00004640,A00003849,Owner
D00004641,C00004641,A00003850,Owner
D00004642,C00004642,A00003850,User
D00004643,C00004643,A00003851,Owner
D00004644,C00004644,A00003852,Owner
D00004647,C00004647,A00003854,Owner
D00004648,C00004648,A00003855,Owner
D00004649,C00004649,A00003856,Owner
D00004650,C00004650,A00003857,Owner
D00004651,C00004651,A00003858,Owner
D00004652,C00004652,A00003859,Owner
D00004653,C00004653,A00003860,Owner
D00004654,C00004654,A00003861,Owner
D00004655,C00004655,A00003861,User
D00004656,C00004656,A00003862,Owner
D00004657,C00004657,A00003863,Owner
D00004658,C00004658,A00003864,Owner
D00004659,C00004659,A00003865,Owner
D00004660,C00004660,A00003866,Owner
D00004661,C00004661,A00003867,Owner
D00004662,C00004662,A00003868,Owner
D00004663,C00004663,A00003869,Owner
D00004664,C00004664,A00003870,Owner
D00004665,C00004665,A00003871,Owner
D00004666,C00004666,A00003871,User
D00004667,C00004667,A00003872,Owner
D00004668,C00004668,A00003872,User
D00004670,C00004670,A00003874,Owner
D00004671,C00004671,A00003874,User
D00004672,C00004672,A00003875,Owner
D00004673,C00004673,A00003876,Owner
D00004674,C00004674,A00003877,Owner
D00004675,C00004675,A00003878,Owner
D00004677,C00004677,A00003880,Owner
D00004678,C00004678,A00003881,Owner
D00004679,C00004679,A00003882,Owner
D00004680,C00004680,A00003883,Owner
D00004681,C00004681,A00003884,Owner
D00004682,C00004682,A00003884,User
D00004683,C00004683,A00003885,Owner
D00004684,C00004684,A00003886,Owner
D00004685,C00004685,A00003887,Owner
D00004686,C00004686,A00003888,Owner
D00004687,C00004687,A00003889,Owner
D00004688,C00004688,A00003889,User
D00004689,C00004689,A00003890,Owner
D00004690,C00004690,A00003891,Owner
D00004691,C00004691,A00003891,User
D00004692,C00004692,A00003892,Owner
D00004693,C00004693,A00003893,Owner
D00004694,C00004694,A00003893,User
D00004695,C00004695,A00003894,Owner
D00004696,C00004696,A00003894,User
D00004697,C00004697,A00003895,Owner
D00004698,C00004698,A00003896,Owner
D00004699,C00004699,A00003897,Owner
D00004700,C00004700,A00003898,Owner
D00004701,C00004701,A00003899,Owner
D00004704,C00004704,A00003901,Owner
D00004705,C00004705,A00003902,Owner
D00004706,C00004706,A00003903,Owner
D00004707,C00004707,A00003903,User
D00004708,C00004708,A00003904,Owner
D00004709,C00004709,A00003905,Owner
D00004710,C00004710,A00003906,Owner
D00004711,C00004711,A00003906,User
D00004712,C00004712,A00003907,Owner
D00004713,C00004713,A00003908,Owner
D00004714,C00004714,A00003908,User
D00004715,C00004715,A00003909,Owner
D00004716,C00004716,A00003910,Owner
D00004717,C00004717,A00003911,Owner
D00004718,C00004718,A00003912,Owner
D00004719,C00004719,A00003913,Owner
D00004720,C00004720,A00003914,Owner
D00004721,C00004721,A00003915,Owner
D00004722,C00004722,A00003916,Owner
D00004723,C00004723,A00003917,Owner
D00004724,C00004724,A00003918,Owner
D00004725,C00004725,A00003919,Owner
D00004726,C00004726,A00003919,User
D00004727,C00004727,A00003920,Owner
D00004728,C00004728,A00003920,User
D00004729,C00004729,A00003921,Owner
D00004730,C00004730,A00003922,Owner
D00004731,C00004731,A00003923,Owner
D00004732,C00004732,A00003924,Owner
D00004733,C00004733,A00003925,Owner
D00004734,C00004734,A00003926,Owner
D00004735,C00004735,A00003926,User
D00004736,C00004736,A00003927,Owner
D00004737,C00004737,A00003928,Owner
D00004739,C00004739,A00003930,Owner
D00004740,C00004740,A00003931,Owner
D00004741,C00004741,A00003932,Owner
D00004742,C00004742,A00003933,Owner
D00004743,C00004743,A00003933,User
D00004744,C00004744,A00003934,Owner
D00004745,C00004745,A00003935,Owner
D00004746,C00004746,A00003936,Owner
D00004747,C00004747,A00003937,Owner
D00004748,C00004748,A00003937,User
D00004749,C00004749,A00003938,Owner
D00004750,C00004750,A00003939,Owner
D00004751,C00004751,A00003940,Owner
D00004752,C00004752,A00003941,Owner
D00004753,C00004753,A00003941,User
D00004754,C00004754,A00003942,Owner
D00004755,C00004755,A00003943,Owner
D00004756,C00004756,A00003944,Owner
D00004757,C00004757,A00003944,User
D00004758,C00004758,A00003945,Owner
D00004759,C00004759,A00003945,User
D00004760,C00004760,A00003946,Owner
D00004761,C00004761,A00003946,User
D00004762,C00004762,A00003947,Owner
D00004763,C00004763,A00003948,Owner
D00004764,C00004764,A00003949,Owner
D00004765,C00004765,A00003950,Owner
D00004766,C00004766,A00003951,Owner
D00004767,C00004767,A00003952,Owner
D00004768,C00004768,A00003953,Owner
D00004769,C00004769,A00003954,Owner
D00004770,C00004770,A00003954,User
D00004771,C00004771,A00003955,Owner
D00004772,C00004772,A00003956,Owner
D00004773,C00004773,A00003957,Owner
D00004774,C00004774,A00003958,Owner
D00004775,C00004775,A00003958,User
D00004776,C00004776,A00003959,Owner
D00004777,C00004777,A00003960,Owner
D00004778,C00004778,A00003960,User
D00004779,C00004779,A00003961,Owner
D00004780,C00004780,A00003962,Owner
D00004781,C00004781,A00003963,Owner
D00004782,C00004782,A00003964,Owner
D00004783,C00004783,A00003965,Owner
D00004784,C00004784,A00003966,Owner
D00004785,C00004785,A00003966,User
D00004786,C00004786,A00003967,Owner
D00004787,C00004787,A00003968,Owner
D00004788,C00004788,A00003969,Owner
D00004789,C00004789,A00003970,Owner
D00004790,C00004790,A00003971,Owner
D00004791,C00004791,A00003972,Owner
D00004792,C00004792,A00003973,Owner
D00004793,C00004793,A00003974,Owner
D00004794,C00004794,A00003975,Owner
D00004795,C00004795,A00003976,Owner
D00004796,C00004796,A00003977,Owner
D00004797,C00004797,A00003978,Owner
D00004798,C00004798,A00003979,Owner
D00004799,C00004799,A00003980,Owner
D00004800,C00004800,A00003980,User
D00004801,C00004801,A00003981,Owner
D00004802,C00004802,A00003982,Owner
D00004803,C00004803,A00003983,Owner
D00004804,C00004804,A00003984,Owner
D00004805,C00004805,A00003985,Owner
D00004806,C00004806,A00003986,Owner
D00004807,C00004807,A00003987,Owner
D00004808,C00004808,A00003988,Owner
D00004809,C00004809,A00003989,Owner
D00004810,C00004810,A00003989,User
D00004811,C00004811,A00003990,Owner
D00004812,C00004812,A00003991,Owner
D00004813,C00004813,A00003992,Owner
D00004814,C00004814,A00003993,Owner
D00004815,C00004815,A00003994,Owner
D00004816,C00004816,A00003994,User
D00004817,C00004817,A00003995,Owner
D00004818,C00004818,A00003996,Owner
D00004819,C00004819,A00003997,Owner
D00004820,C00004820,A00003998,Owner
D00004821,C00004821,A00003999,Owner
D00004822,C00004822,A00003999,User
D00004823,C00004823,A00004000,Owner
D00004824,C00004824,A00004001,Owner
D00004826,C00004826,A00004003,Owner
D00004831,C00004831,A00004008,Owner
D00004832,C00004832,A00004009,Owner
D00004833,C00004833,A00004010,Owner
D00004836,C00004836,A00004013,Owner
D00004837,C00004837,A00004014,Owner
D00004853,C00004853,A00004026,Owner
D00004861,C00004861,A00004033,Owner
D00004862,C00004862,A00004034,Owner
D00004863,C00004863,A00004035,Owner
D00004877,C00004877,A00004047,Owner
D00004882,C00004882,A00004052,Owner
D00004886,C00004886,A00004055,Owner
D00004892,C00004892,A00004059,Owner
D00004901,C00004901,A00004066,Owner
D00004904,C00004904,A00004069,Owner
D00004906,C00004906,A00004071,Owner
D00004907,C00004907,A00004071,User
D00004915,C00004915,A00004078,Owner
D00004916,C00004916,A00004079,Owner
D00004918,C00004918,A00004081,Owner
D00004919,C00004919,A00004082,Owner
D00004923,C00004923,A00004086,Owner
D00004925,C00004925,A00004088,Owner
D00004927,C00004927,A00004090,Owner
D00004928,C00004928,A00004091,Owner
D00004929,C00004929,A00004092,Owner
D00004930,C00004930,A00004093,Owner
D00004937,C00004937,A00004099,Owner
D00004941,C00004941,A00004102,Owner
D00004942,C00004942,A00004103,Owner
D00004944,C00004944,A00004105,Owner
D00004949,C00004949,A00004109,Owner
D00004956,C00004956,A00004116,Owner
D00004959,C00004959,A00004119,Owner
D00004961,C00004961,A00004121,Owner
D00004968,C00004968,A00004127,Owner
D00004969,C00004969,A00004128,Owner
D00004972,C00004972,A00004130,Owner
D00004974,C00004974,A00004131,Owner
D00004975,C00004975,A00004131,User
D00004976,C00004976,A00004132,Owner
D00004979,C00004979,A00004134,Owner
D00004989,C00004989,A00004140,Owner
D00004992,C00004992,A00004143,Owner
D00004993,C00004993,A00004144,Owner
D00004994,C00004994,A00004144,User
D00005002,C00005002,A00004150,Owner
D00005010,C00005010,A00004156,Owner
D00005012,C00005012,A00004158,Owner
D00005013,C00005013,A00004159,Owner
D00005016,C00005016,A00004161,Owner
D00005028,C00005028,A00004171,Owner
D00005030,C00005030,A00004173,Owner
D00005046,C00005046,A00004186,Owner
D00005050,C00005050,A00004190,Owner
D00005056,C00005056,A00004195,Owner
D00005067,C00005067,A00004204,Owner
D00005072,C00005072,A00004208,Owner
D00005081,C00005081,A00004214,Owner
D00005093,C00005093,A00004225,Owner
D00005107,C00005107,A00004237,Owner
D00005108,C00005108,A00004237,User
D00005111,C00005111,A00004240,Owner
D00005117,C00005117,A00004245,Owner
D00005126,C00005126,A00004253,Owner
D00005127,C00005127,A00004254,Owner
D00005128,C00005128,A00004255,Owner
D00005132,C00005132,A00004258,Owner
D00005133,C00005133,A00004259,Owner
D00005134,C00005134,A00004260,Owner
D00005137,C00005137,A00004263,Owner
D00005138,C00005138,A00004264,Owner
D00005141,C00005141,A00004266,Owner
D00005143,C00005143,A00004268,Owner
D00005144,C00005144,A00004268,User
D00005145,C00005145,A00004269,Owner
D00005149,C00005149,A00004273,Owner
D00005152,C00005152,A00004276,Owner
D00005159,C00005159,A00004283,Owner
D00005163,C00005163,A00004286,Owner
D00005164,C00005164,A00004287,Owner
D00005171,C00005171,A00004293,Owner
D00005175,C00005175,A00004296,Owner
D00005180,C00005180,A00004301,Owner
D00005189,C00005189,A00004309,Owner
D00005200,C00005200,A00004318,Owner
D00005201,C00005201,A00004318,User
D00005203,C00005203,A00004320,Owner
D00005204,C00005204,A00004321,Owner
D00005212,C00005212,A00004328,Owner
D00005213,C00005213,A00004329,Owner
D00005214,C00005214,A00004330,Owner
D00005215,C00005215,A00004330,User
D00005217,C00005217,A00004332,Owner
D00005223,C00005223,A00004336,Owner
D00005224,C00005224,A00004337,Owner
D00005232,C00005232,A00004342,Owner
D00005233,C00005233,A00004343,Owner
D00005236,C00005236,A00004346,Owner
D00005237,C00005237,A00004347,Owner
D00005240,C00005240,A00004349,Owner
D00005241,C00005241,A00004350,Owner
D00005243,C00005243,A00004352,Owner
D00005245,C00005245,A00004354,Owner
D00005246,C00005246,A00004355,Owner
D00005247,C00005247,A00004356,Owner
D00005249,C00005249,A00004358,Owner
D00005253,C00005253,A00004361,Owner
D00005254,C00005254,A00004361,User
D00005263,C00005263,A00004368,Owner
D00005273,C00005273,A00004375,Owner
D00005275,C00005275,A00004377,Owner
D00005277,C00005277,A00004379,Owner
D00005281,C00005281,A00004383,Owner
D00005283,C00005283,A00004385,Owner
D00005284,C00005284,A00004386,Owner
D00005287,C00005287,A00004389,Owner
D00005308,C00005308,A00004405,Owner
D00005312,C00005312,A00004408,Owner
D00005313,C00005313,A00004408,User
D00005318,C00005318,A00004413,Owner
D00005319,C00005319,A00004413,User
D00005320,C00005320,A00004414,Owner
D00005321,C00005321,A00004414,User
D00005322,C00005322,A00004415,Owner
D00005323,C00005323,A00004416,Owner
D00005325,C00005325,A00004418,Owner
D00005326,C00005326,A00004418,User
D00005333,C00005333,A00004423,Owner
D00005334,C00005334,A00004424,Owner
D00005337,C00005337,A00004427,Owner
D00005338,C00005338,A00004427,User
D00005347,C00005347,A00004434,Owner
D00005352,C00005352,A00004437,Owner
D00005353,C00005353,A00004438,Owner
D00005354,C00005354,A00004439,Owner
D00005358,C00005358,A00004442,Owner
D00005362,C00005362,A00004445,Owner
D00005364,C00005364,A00004447,Owner
D00005365,C00005365,A00004447,User
D00005366,C00005366,A00004448,Owner
D00005367,C00005367,A00004448,User
D00005374,C00005374,A00004454,Owner
D00005376,C00005376,A00004456,Owner
D00005379,C00005379,A00004458,Owner
D00005384,C00005384,A00004462,Owner
D00005385,C00005385,A00004463,Owner
D00005389,C00005389,A00004467,Owner
D00005392,C00005392,A00004470,Owner
D00005393,C00005393,A00004471,Owner
D00005395,C00005395,A00004473,Owner
D00005397,C00005397,A00004475,Owner
D00005398,C00005398,A00004475,User
D00005399,C00005399,A00004476,Owner
D00005402,C00005402,A00004478,Owner
D00005404,C00005404,A00004480,Owner
D00005409,C00005409,A00004484,Owner
D00005413,C00005413,A00004488,Owner
D00005420,C00005420,A00004493,Owner
D00005433,C00005433,A00004503,Owner
D00005441,C00005441,A00004511,Owner
D00005445,C00005445,A00004514,Owner
D00005450,C00005450,A00004519,Owner
D00005460,C00005460,A00004526,Owner
D00005461,C00005461,A00004527,Owner
D00005462,C00005462,A00004527,User
D00005468,C00005468,A00004533,Owner
D00005469,C00005469,A00004534,Owner
D00005472,C00005472,A00004537,Owner
D00005473,C00005473,A00004538,Owner
D00005478,C00005478,A00004543,Owner
D00005487,C00005487,A00004550,Owner
D00005517,C00005517,A00004576,Owner
D00005521,C00005521,A00004580,Owner
D00005526,C00005526,A00004585,Owner
D00005527,C00005527,A00004585,User
D00005530,C00005530,A00004588,Owner
D00005531,C00005531,A00004589,Owner
D00005539,C00005539,A00004596,Owner
D00005563,C00005563,A00004616,Owner
D00005565,C00005565,A00004618,Owner
D00005574,C00005574,A00004626,Owner
D00005579,C00005579,A00004631,Owner
D00005580,C00005580,A00004631,User
D00005606,C00005606,A00004650,Owner
D00005617,C00005617,A00004659,Owner
D00005618,C00005618,A00004660,Owner
D00005642,C00005642,A00004681,Owner
D00005684,C00005684,A00004715,Owner
D00005699,C00005699,A00004725,Owner
D00005701,C00005701,A00004727,Owner
D00005704,C00005704,A00004729,Owner
D00005722,C00005722,A00004743,Owner
D00005727,C00005727,A00004746,Owner
D00005736,C00005736,A00004753,Owner
D00005753,C00005753,A00004768,Owner
D00005760,C00005760,A00004774,Owner
D00005761,C00005761,A00004774,User
D00005774,C00005774,A00004784,Owner
D00005775,C00005775,A00004784,User
D00005788,C00005788,A00004794,Owner
D00005801,C00005801,A00004803,Owner
D00005826,C00005826,A00004825,Owner
D00005827,C00005827,A00004825,User
D00005858,C00005858,A00004851,Owner
D00005859,C00005859,A00004851,User
D00005860,C00005860,A00004852,Owner
D00005866,C00005866,A00004858,Owner
D00005873,C00005873,A00004863,Owner
D00005911,C00005911,A00004894,Owner
D00005928,C00005928,A00004907,Owner
D00005965,C00005965,A00004937,Owner
D00005977,C00005977,A00004948,Owner
D00005978,C00005978,A00004949,Owner
D00006001,C00006001,A00004969,Owner
D00006015,C00006015,A00004981,Owner
D00006033,C00006033,A00004994,Owner
D00006034,C00006034,A00004995,Owner
D00006039,C00006039,A00004999,Owner
D00006040,C00006040,A00004999,User
D00006042,C00006042,A00005001,Owner
D00006052,C00006052,A00005011,Owner
D00006067,C00006067,A00005024,Owner
D00006077,C00006077,A00005033,Owner
D00006112,C00006112,A00005063,Owner
D00006114,C00006114,A00005065,Owner
D00006115,C00006115,A00005066,Owner
D00006122,C00006122,A00005072,Owner
D00006144,C00006144,A00005092,Owner
D00006175,C00006175,A00005118,Owner
D00006178,C00006178,A00005120,Owner
D00006183,C00006183,A00005125,Owner
D00006185,C00006185,A00005126,Owner
D00006186,C00006186,A00005126,User
D00006191,C00006191,A00005129,Owner
D00006196,C00006196,A00005133,Owner
D00006235,C00006235,A00005164,Owner
D00006255,C00006255,A00005180,Owner
D00006256,C00006256,A00005180,User
D00006257,C00006257,A00005181,Owner
D00006272,C00006272,A00005194,Owner
D00006275,C00006275,A00005196,Owner
D00006299,C00006299,A00005213,Owner
D00006301,C00006301,A00005215,Owner
D00006317,C00006317,A00005228,Owner
D00006318,C00006318,A00005228,User
D00006342,C00006342,A00005250,Owner
D00006349,C00006349,A00005256,Owner
D00006359,C00006359,A00005263,Owner
D00006363,C00006363,A00005267,Owner
D00006366,C00006366,A00005269,Owner
D00006367,C00006367,A00005270,Owner
D00006383,C00006383,A00005283,Owner
D00006391,C00006391,A00005290,Owner
D00006408,C00006408,A00005305,Owner
D00006417,C00006417,A00005313,Owner
D00006422,C00006422,A00005317,Owner
D00006452,C00006452,A00005343,Owner
D00006468,C00006468,A00005357,Owner
D00006469,C00006469,A00005358,Owner
D00006473,C00006473,A00005362,Owner
D00006474,C00006474,A00005362,User
D00006478,C00006478,A00005366,Owner
D00006481,C00006481,A00005369,Owner
D00006485,C00006485,A00005372,Owner
D00006499,C00006499,A00005385,Owner
D00006501,C00006501,A00005387,Owner
D00006511,C00006511,A00005395,Owner
D00006544,C00006544,A00005422,Owner
D00006545,C00006545,A00005422,User
D00006546,C00006546,A00005423,Owner
D00006551,C00006551,A00005428,Owner
D00006552,C00006552,A00005429,Owner
D00006567,C00006567,A00005442,Owner
D00006571,C00006571,A00005445,Owner
D00006604,C00006604,A00005472,Owner
D00006610,C00006610,A00005477,Owner
D00006616,C00006616,A00005481,Owner
D00006619,C00006619,A00005483,Owner
D00006644,C00006644,A00005505,Owner
D00006691,C00006691,A00005541,Owner
D00006698,C00006698,A00005546,Owner
D00006729,C00006729,A00005572,Owner
D00006731,C00006731,A00005574,Owner
D00006749,C00006749,A00005591,Owner
D00006750,C00006750,A00005591,User
D00006753,C00006753,A00005593,Owner
D00006764,C00006764,A00005602,Owner
D00006789,C00006789,A00005622,Owner
D00006798,C00006798,A00005628,Owner
D00006803,C00006803,A00005632,Owner
D00006804,C00006804,A00005632,User
D00006827,C00006827,A00005648,Owner
D00006829,C00006829,A00005650,Owner
D00006844,C00006844,A00005661,Owner
D00006886,C00006886,A00005692,Owner
D00006892,C00006892,A00005698,Owner
D00006893,C00006893,A00005698,User
D00006895,C00006895,A00005700,Owner
D00006906,C00006906,A00005708,Owner
D00006922,C00006922,A00005724,Owner
D00006924,C00006924,A00005726,Owner
D00006936,C00006936,A00005735,Owner
D00006944,C00006944,A00005740,Owner
